iter	Passed	Remaining
1682	10329	1331
1683	10335	1325
1684	10341	1319
1685	10347	1313
1686	10352	1307
1687	10359	1301
1688	10365	1294
1689	10371	1288
1690	10377	1282
1691	10382	1276
1692	10389	1270
1693	10395	1264
1694	10401	1258
1695	10407	1251
1696	10414	1245
1697	10420	1239
1698	10426	1233
1699	10432	1227
1700	10438	1221
1701	10444	1215
1702	10450	1208
1703	10456	1202
1704	10462	1196
1705	10468	1190
1706	10474	1184
1707	10480	1178
1708	10486	1171
1709	10492	1165
1710	10498	1159
1711	10504	1153
1712	10510	1147
1713	10516	1141
1714	10522	1135
1715	10528	1128
1716	10534	1122
1717	10540	1116
1718	10546	1110
1719	10553	1104
1720	10559	1098
1721	10565	1092
1722	10570	1085
1723	10577	1079
1724	10583	1073
1725	10589	1067
1726	10596	1061
1727	10603	1055
1728	10609	1049
1729	10616	1043
1730	10622	1037
1731	10628	1030
1732	10634	1024
1733	10640	1018
1734	10646	1012
1735	10652	1006
1736	10659	1000
1737	10665	994
1738	10671	987
1739	10677	981
1740	10684	975
1741	10690	969
1742	10696	963
1743	10702	957
1744	10708	951
1745	10714	945
1746	10720	938
1747	10726	932
1748	10732	926
1749	10738	920
1750	10744	914
1751	10750	908
1752	10757	902
1753	10763	895
1754	10769	889
1755	10775	883
1756	10782	877
1757	10788	871
1758	10793	865
1759	10799	859
1760	10805	852
1761	10812	846
1762	10818	840
1763	10823	834
1764	10829	828
1765	10835	822
1766	10841	816
1767	10848	809
1768	10854	803
1769	10860	797
1770	10866	791
1771	10872	785
1772	10878	779
1773	10885	773
1774	10891	767
1775	10898	760
1776	10904	754
1777	10910	748
1778	10916	742
1779	10922	736
1780	10928	730
1781	10935	724
1782	10941	717
1783	10947	711
1784	10953	705
1785	10959	699
1786	10965	693
1787	10971	687
1788	10977	681
1789	10983	674
1790	10989	668
1791	10995	662
1792	11001	656
1793	11007	650
1794	11013	644
1795	11020	638
1796	11026	632
1797	11032	625
1798	11038	619
1799	11044	613
1800	11051	607
1801	11057	601
1802	11063	595
1803	11069	589
1804	11075	582
1805	11081	576
1806	11088	570
1807	11094	564
1808	11100	558
1809	11106	552
1810	11112	546
1811	11118	539
1812	11125	533
1813	11131	527
1814	11138	521
1815	11144	515
1816	11150	509
1817	11156	503
1818	11162	497
1819	11168	490
1820	11174	484
1821	11180	478
1822	11186	472
1823	11192	466
1824	11198	460
1825	11204	454
1826	11210	447
1827	11216	441
1828	11222	435
1829	11228	429
1830	11234	423
1831	11240	417
1832	11246	411
1833	11252	404
1834	11258	398
1835	11264	392
1836	11271	386
1837	11277	380
1838	11283	374
1839	11290	368
1840	11296	362
1841	11302	355
1842	11308	349
1843	11314	343
1844	11320	337
1845	11325	331
1846	11331	325
1847	11337	319
1848	11343	312
1849	11349	306
1850	11355	300
1851	11361	294
1852	11367	288
1853	11373	282
1854	11379	276
1855	11386	269
1856	11392	263
1857	11398	257
1858	11404	251
1859	11410	245
1860	11416	239
1861	11422	233
1862	11428	226
1863	11434	220
1864	11440	214
1865	11446	208
1866	11452	202
1867	11459	196
1868	11466	190
1869	11472	184
1870	11479	177
1871	11485	171
1872	11492	165
1873	11498	159
1874	11504	153
1875	11510	147
1876	11516	141
1877	11522	134
1878	11529	128
1879	11535	122
1880	11541	116
1881	11547	110
1882	11553	104
1883	11559	98
1884	11565	92
1885	11571	85
1886	11577	79
1887	11583	73
1888	11589	67
1889	11595	61
1890	11601	55
1891	11607	49
1892	11613	42
1893	11619	36
1894	11625	30
1895	11631	24
1896	11637	18
1897	11643	12
1898	11649	6
1899	11655	0
